[Header]
TITLE,MPMS AC Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1582137952.400000 2/19/2020, 7:45:52 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.53,  Build 056

INFO, NAME, Co(NCS)2(4-mox)2-cryst
INFO, WEIGHT, 1.300
INFO, AREA, 393.35
INFO, LENGTH, 1.000
INFO, SHAPE, 1
INFO, COMMENT, holder=58.19mg,wosk=0.43mg
INFO, SEQUENCE FILE: acf-01-1500-many-blocks.seq

STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y2,7,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,m' and m"
FIELDGROUP,m' and m",1,2,3,4,14,15,5,6,7,8,13,26,27,28
FIELDGROUP,Amplitude and Phase,1,2,3,4,14,15,9,10,11,12,13,26,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),m' (emu),m' Scan Std Dev,m" (emu),m" Scan Std Dev,Amplitude (emu),Amplitude Scan Std Dev,Phase (deg),Phase Scan Std Dev,Regression Fit,Drive Amplitude (Oe),Wave Frequency (Hz),Steps per Cycle,Blocks to Average,Scans per Measurement,Clock Frequency,Amplifier Gain,AC Filter,Two Point Measurement,Scan Length,Settling Time (sec),Delta Temp (K),Rot Position (Oe),Error,% Clipped,,
1582215729.540,,4.000000e+002,2.700061e+000,6.685042e-004,0.000000e+000,7.003631e-006,0.000000e+000,6.685409e-004,0.000000e+000,6.002413e-001,0.000000e+000,9.999872e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582215890.630,,4.000000e+002,2.700163e+000,6.679185e-004,0.000000e+000,8.864501e-006,0.000000e+000,6.679773e-004,0.000000e+000,7.603753e-001,0.000000e+000,9.999959e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,4.079342e-004,0.000000e+000,0,0.000000e+000,,
1582216084.630,,4.000000e+002,2.699831e+000,6.682825e-004,0.000000e+000,1.106724e-005,0.000000e+000,6.683741e-004,0.000000e+000,9.487727e-001,0.000000e+000,9.999894e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,3.571510e-004,0.000000e+000,0,0.000000e+000,,
1582216265.060,,4.000000e+002,2.700138e+000,6.637619e-004,0.000000e+000,1.412957e-005,0.000000e+000,6.639122e-004,0.000000e+000,1.219477e+000,0.000000e+000,9.999921e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,1.528263e-004,0.000000e+000,0,0.000000e+000,,
1582216400.780,,4.000000e+002,2.700598e+000,6.626053e-004,0.000000e+000,1.777004e-005,0.000000e+000,6.628436e-004,0.000000e+000,1.536215e+000,0.000000e+000,9.999911e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,6.651878e-004,0.000000e+000,0,0.000000e+000,,
1582216515.410,,4.000000e+002,2.699934e+000,6.612802e-004,0.000000e+000,2.315208e-005,0.000000e+000,6.616854e-004,0.000000e+000,2.005164e+000,0.000000e+000,9.999881e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,6.630421e-004,0.000000e+000,0,0.000000e+000,,
1582216650.470,,4.000000e+002,2.700341e+000,6.595586e-004,0.000000e+000,2.987732e-005,0.000000e+000,6.602349e-004,0.000000e+000,2.593667e+000,0.000000e+000,9.999964e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,1.530647e-004,0.000000e+000,0,0.000000e+000,,
1582216792.350,,4.000000e+002,2.699908e+000,6.564184e-004,0.000000e+000,3.908965e-005,0.000000e+000,6.575813e-004,0.000000e+000,3.407933e+000,0.000000e+000,9.999883e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,1.020432e-004,0.000000e+000,0,0.000000e+000,,
1582216892.530,,4.000000e+002,2.700010e+000,6.519713e-004,0.000000e+000,5.111615e-005,0.000000e+000,6.539720e-004,0.000000e+000,4.482959e+000,0.000000e+000,9.999899e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582216998.650,,4.000000e+002,2.699806e+000,6.450608e-004,0.000000e+000,6.672174e-005,0.000000e+000,6.485024e-004,0.000000e+000,5.905377e+000,0.000000e+000,9.999950e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,2.040863e-004,0.000000e+000,0,0.000000e+000,,
1582217109.100,,4.000000e+002,2.699959e+000,6.341049e-004,0.000000e+000,8.659255e-005,0.000000e+000,6.399901e-004,0.000000e+000,7.776139e+000,0.000000e+000,9.999927e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582217205.720,,4.000000e+002,2.700214e+000,6.185365e-004,0.000000e+000,1.113433e-004,0.000000e+000,6.284782e-004,0.000000e+000,1.020457e+001,0.000000e+000,9.999931e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,5.109310e-004,0.000000e+000,0,0.000000e+000,,
1582217303.210,,4.000000e+002,2.700163e+000,5.941390e-004,0.000000e+000,1.403674e-004,0.000000e+000,6.104950e-004,0.000000e+000,1.329259e+001,0.000000e+000,9.999911e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,4.079342e-004,0.000000e+000,0,0.000000e+000,,
1582217391.860,,4.000000e+002,2.699653e+000,5.601776e-004,0.000000e+000,1.724996e-004,0.000000e+000,5.861357e-004,0.000000e+000,1.711555e+001,0.000000e+000,9.999955e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,3.058910e-004,0.000000e+000,0,0.000000e+000,,
1582217514.890,,4.000000e+002,2.699959e+000,5.119016e-004,0.000000e+000,2.058368e-004,0.000000e+000,5.517355e-004,0.000000e+000,2.190517e+001,0.000000e+000,9.999171e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582217613.210,,4.000000e+002,2.700036e+000,4.523936e-004,0.000000e+000,2.331047e-004,0.000000e+000,5.089183e-004,0.000000e+000,2.726068e+001,0.000000e+000,9.998585e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,5.102158e-005,0.000000e+000,0,0.000000e+000,,
1582217712.240,,4.000000e+002,2.699653e+000,3.819201e-004,0.000000e+000,2.485206e-004,0.000000e+000,4.556593e-004,0.000000e+000,3.305260e+001,0.000000e+000,9.998733e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,2.038479e-004,0.000000e+000,0,0.000000e+000,,
1582217801.490,,4.000000e+002,2.699883e+000,3.070620e-004,0.000000e+000,2.491419e-004,0.000000e+000,3.954222e-004,0.000000e+000,3.905494e+001,0.000000e+000,9.998696e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,5.609989e-004,0.000000e+000,0,0.000000e+000,,
1582217914.420,,4.000000e+002,2.699883e+000,2.362709e-004,0.000000e+000,2.343281e-004,0.000000e+000,3.327666e-004,0.000000e+000,4.476345e+001,0.000000e+000,9.996997e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,1.530647e-004,0.000000e+000,0,0.000000e+000,,
1582218044.040,,4.000000e+002,2.699985e+000,1.752529e-004,0.000000e+000,2.093134e-004,0.000000e+000,2.729939e-004,0.000000e+000,5.006139e+001,0.000000e+000,9.995086e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,2.551079e-004,0.000000e+000,0,0.000000e+000,,
1582218157.030,,4.000000e+002,2.699831e+000,1.264300e-004,0.000000e+000,1.759826e-004,0.000000e+000,2.166897e-004,0.000000e+000,5.430566e+001,0.000000e+000,9.985386e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,2.551079e-004,0.000000e+000,0,0.000000e+000,,
1582218273.740,,4.000000e+002,2.700214e+000,9.132630e-005,0.000000e+000,1.431128e-004,0.000000e+000,1.697698e-004,0.000000e+000,5.745634e+001,0.000000e+000,9.951451e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582218427.920,,4.000000e+002,2.699959e+000,6.635294e-005,6.405376e-009,1.123080e-004,5.046612e-008,1.304447e-004,4.670521e-008,5.942490e+001,8.855563e-003,9.835945e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,3.061295e-004,0.000000e+000,0,0.000000e+000,,
1582218570.560,,4.000000e+002,2.699895e+000,4.998826e-005,5.500905e-008,8.620281e-005,9.374484e-008,9.964814e-005,5.350675e-008,5.989093e+001,5.440113e-002,9.371672e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,4.591942e-004,0.000000e+000,0,0.000000e+000,,
1582218764.280,,4.000000e+002,2.700087e+000,3.935001e-005,2.631348e-008,6.715312e-005,2.990975e-007,7.783293e-005,2.447574e-007,5.963079e+001,1.280296e-001,7.779489e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,4.079342e-004,0.000000e+000,0,0.000000e+000,,
1582218999.200,,4.000000e+002,2.699972e+000,3.220346e-005,1.431614e-007,5.097659e-005,2.035926e-006,6.029656e-005,1.797588e-006,5.771815e+001,9.188058e-001,4.536187e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,6.120205e-004,0.000000e+000,0,0.000000e+000,,
1582220220.630,,4.000000e+002,2.599764e+000,6.683991e-004,0.000000e+000,7.937435e-006,0.000000e+000,6.684462e-004,0.000000e+000,6.803722e-001,0.000000e+000,9.999880e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582220562.320,,4.000000e+002,2.600197e+000,6.684990e-004,0.000000e+000,8.491153e-006,0.000000e+000,6.685529e-004,0.000000e+000,7.277215e-001,0.000000e+000,9.999889e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,2.269745e-004,0.000000e+000,0,0.000000e+000,,
1582220893.360,,4.000000e+002,2.599878e+000,6.678436e-004,0.000000e+000,1.042958e-005,0.000000e+000,6.679250e-004,0.000000e+000,8.947037e-001,0.000000e+000,9.999900e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582221107.020,,4.000000e+002,2.599447e+000,6.678319e-004,0.000000e+000,1.235237e-005,0.000000e+000,6.679461e-004,0.000000e+000,1.059635e+000,0.000000e+000,9.999949e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,9.989738e-004,0.000000e+000,0,0.000000e+000,,
1582221289.320,,4.000000e+002,2.600082e+000,6.666704e-004,0.000000e+000,1.577802e-005,0.000000e+000,6.668571e-004,0.000000e+000,1.355760e+000,0.000000e+000,9.999844e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,2.729893e-004,0.000000e+000,0,0.000000e+000,,
1582221417.510,,4.000000e+002,2.599764e+000,6.654022e-004,0.000000e+000,1.989762e-005,0.000000e+000,6.656997e-004,0.000000e+000,1.712814e+000,0.000000e+000,9.999850e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582221543.290,,4.000000e+002,2.599878e+000,6.635703e-004,0.000000e+000,2.521745e-005,0.000000e+000,6.640493e-004,0.000000e+000,2.176346e+000,0.000000e+000,9.999878e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,1.361370e-004,0.000000e+000,0,0.000000e+000,,
1582221657.700,,4.000000e+002,2.599901e+000,6.613986e-004,0.000000e+000,3.196468e-005,0.000000e+000,6.621706e-004,0.000000e+000,2.766890e+000,0.000000e+000,9.999897e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,2.729893e-004,0.000000e+000,0,0.000000e+000,,
1582221783.920,,4.000000e+002,2.600038e+000,6.576758e-004,0.000000e+000,4.168892e-005,0.000000e+000,6.589958e-004,0.000000e+000,3.627027e+000,0.000000e+000,9.999891e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,7.269382e-004,0.000000e+000,0,0.000000e+000,,
1582221915.630,,4.000000e+002,2.599787e+000,6.526192e-004,0.000000e+000,5.377868e-005,0.000000e+000,6.548313e-004,0.000000e+000,4.710779e+000,0.000000e+000,9.999905e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,2.269745e-004,0.000000e+000,0,0.000000e+000,,
1582222011.970,,4.000000e+002,2.600151e+000,6.452933e-004,0.000000e+000,6.901169e-005,0.000000e+000,6.489730e-004,0.000000e+000,6.104366e+000,0.000000e+000,9.999931e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,7.739067e-004,0.000000e+000,0,0.000000e+000,,
1582222120.610,,4.000000e+002,2.599810e+000,6.343029e-004,0.000000e+000,8.899997e-005,0.000000e+000,6.405163e-004,0.000000e+000,7.987113e+000,0.000000e+000,9.999925e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,3.640652e-004,0.000000e+000,0,0.000000e+000,,
1582222215.090,,4.000000e+002,2.599992e+000,6.181468e-004,0.000000e+000,1.138624e-004,0.000000e+000,6.285461e-004,0.000000e+000,1.043687e+001,0.000000e+000,9.999937e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,9.107590e-005,0.000000e+000,0,0.000000e+000,,
1582222311.260,,4.000000e+002,2.599673e+000,5.940556e-004,0.000000e+000,1.431726e-004,0.000000e+000,6.110651e-004,0.000000e+000,1.355037e+001,0.000000e+000,9.999924e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,2.729893e-004,0.000000e+000,0,0.000000e+000,,
1582222393.590,,4.000000e+002,2.599901e+000,5.592205e-004,0.000000e+000,1.756193e-004,0.000000e+000,5.861482e-004,0.000000e+000,1.743453e+001,0.000000e+000,9.999914e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,1.821518e-004,0.000000e+000,0,0.000000e+000,,
1582222493.890,,4.000000e+002,2.599924e+000,5.121194e-004,0.000000e+000,2.072137e-004,0.000000e+000,5.524526e-004,0.000000e+000,2.202923e+001,0.000000e+000,9.999931e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,1.370907e-004,0.000000e+000,0,0.000000e+000,,
1582222617.800,,4.000000e+002,2.599651e+000,4.505313e-004,0.000000e+000,2.349224e-004,0.000000e+000,5.081014e-004,0.000000e+000,2.753907e+001,0.000000e+000,9.999107e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,5.900860e-004,0.000000e+000,0,0.000000e+000,,
1582222716.280,,4.000000e+002,2.600151e+000,3.807744e-004,0.000000e+000,2.513780e-004,0.000000e+000,4.562676e-004,0.000000e+000,3.343182e+001,0.000000e+000,9.998402e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,7.739067e-004,0.000000e+000,0,0.000000e+000,,
1582222815.590,,4.000000e+002,2.599719e+000,3.056412e-004,0.000000e+000,2.517590e-004,0.000000e+000,3.959787e-004,0.000000e+000,3.947854e+001,0.000000e+000,9.998481e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,5.459785e-004,0.000000e+000,0,0.000000e+000,,
1582222902.260,,4.000000e+002,2.599673e+000,2.336527e-004,0.000000e+000,2.370061e-004,0.000000e+000,3.328145e-004,0.000000e+000,4.540821e+001,0.000000e+000,9.998292e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,2.729893e-004,0.000000e+000,0,0.000000e+000,,
1582223031.880,,4.000000e+002,2.599992e+000,1.727778e-004,0.000000e+000,2.115855e-004,0.000000e+000,2.731677e-004,0.000000e+000,5.076540e+001,0.000000e+000,9.995968e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,4.549026e-004,0.000000e+000,0,0.000000e+000,,
1582223146.900,,4.000000e+002,2.599878e+000,1.233442e-004,0.000000e+000,1.790623e-004,0.000000e+000,2.174330e-004,0.000000e+000,5.543960e+001,0.000000e+000,9.991605e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582223253.510,,4.000000e+002,2.599810e+000,8.697184e-005,0.000000e+000,1.451219e-004,0.000000e+000,1.691876e-004,0.000000e+000,5.906565e+001,0.000000e+000,9.974280e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,1.819134e-004,0.000000e+000,0,0.000000e+000,,
1582223379.180,,4.000000e+002,2.600219e+000,6.220623e-005,0.000000e+000,1.145150e-004,0.000000e+000,1.303200e-004,0.000000e+000,6.148854e+001,0.000000e+000,9.923030e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582223539.340,,4.000000e+002,2.599855e+000,4.495723e-005,5.776670e-008,8.800767e-005,2.039533e-007,9.882561e-005,1.553496e-007,6.294055e+001,8.361670e-002,9.711422e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,2.729893e-004,0.000000e+000,0,0.000000e+000,,
1582223701.260,,4.000000e+002,2.600037e+000,3.395110e-005,5.173176e-008,6.701172e-005,3.727002e-007,7.512155e-005,3.090838e-007,6.313121e+001,1.636707e-001,8.911722e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,4.551411e-004,0.000000e+000,0,0.000000e+000,,
1582223919.260,,4.000000e+002,2.600026e+000,2.678530e-005,3.692737e-008,5.006403e-005,3.846671e-007,5.677904e-005,3.565967e-007,6.185229e+001,1.502654e-001,6.295161e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,4.088879e-004,0.000000e+000,0,0.000000e+000,,
1582224152.580,,4.000000e+002,2.600174e+000,2.159210e-005,2.735648e-007,3.927416e-005,7.630164e-007,4.481828e-005,8.004223e-007,6.119893e+001,1.635131e-001,3.537517e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,1.044989e-003,0.000000e+000,0,0.000000e+000,,
1582225501.390,,4.000000e+002,2.499908e+000,6.693744e-004,0.000000e+000,1.004817e-005,0.000000e+000,6.694499e-004,0.000000e+000,8.600186e-001,0.000000e+000,9.999837e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,4.429817e-004,0.000000e+000,0,0.000000e+000,,
1582225772.010,,4.000000e+002,2.499969e+000,6.690701e-004,0.000000e+000,1.167759e-005,0.000000e+000,6.691720e-004,0.000000e+000,9.999083e-001,0.000000e+000,9.999768e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,8.039474e-004,0.000000e+000,0,0.000000e+000,,
1582226053.770,,4.000000e+002,2.500029e+000,6.676849e-004,0.000000e+000,1.400211e-005,0.000000e+000,6.678317e-004,0.000000e+000,1.201381e+000,0.000000e+000,9.999868e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,1.199245e-004,0.000000e+000,0,0.000000e+000,,
1582226248.650,,4.000000e+002,2.500029e+000,6.675030e-004,0.000000e+000,1.817070e-005,0.000000e+000,6.677503e-004,0.000000e+000,1.559315e+000,0.000000e+000,9.999931e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,3.621578e-004,0.000000e+000,0,0.000000e+000,,
1582226451.380,,4.000000e+002,2.499989e+000,6.659020e-004,0.000000e+000,2.245480e-005,0.000000e+000,6.662805e-004,0.000000e+000,1.931332e+000,0.000000e+000,9.999856e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,1.211166e-004,0.000000e+000,0,0.000000e+000,,
1582226663.500,,4.000000e+002,2.500029e+000,6.634337e-004,0.000000e+000,2.822212e-005,0.000000e+000,6.640337e-004,0.000000e+000,2.435864e+000,0.000000e+000,9.999886e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,4.005432e-005,0.000000e+000,0,0.000000e+000,,
1582226798.730,,4.000000e+002,2.499908e+000,6.611410e-004,0.000000e+000,3.561195e-005,0.000000e+000,6.620995e-004,0.000000e+000,3.083222e+000,0.000000e+000,9.999864e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,4.005432e-005,0.000000e+000,0,0.000000e+000,,
1582226930.330,,4.000000e+002,2.499949e+000,6.564595e-004,0.000000e+000,4.689689e-005,0.000000e+000,6.581325e-004,0.000000e+000,4.086218e+000,0.000000e+000,9.999706e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,4.100800e-005,0.000000e+000,0,0.000000e+000,,
1582227077.420,,4.000000e+002,2.499868e+000,6.506576e-004,0.000000e+000,5.750288e-005,0.000000e+000,6.531936e-004,0.000000e+000,5.050482e+000,0.000000e+000,9.999854e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,3.621578e-004,0.000000e+000,0,0.000000e+000,,
1582227230.220,,4.000000e+002,2.499989e+000,6.424660e-004,0.000000e+000,7.238505e-005,0.000000e+000,6.465309e-004,0.000000e+000,6.428264e+000,0.000000e+000,9.999898e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,3.619194e-004,0.000000e+000,0,0.000000e+000,,
1582227337.880,,4.000000e+002,2.500089e+000,6.314791e-004,0.000000e+000,9.209204e-005,0.000000e+000,6.381589e-004,0.000000e+000,8.297264e+000,0.000000e+000,9.999951e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,4.019737e-004,0.000000e+000,0,0.000000e+000,,
1582227460.310,,4.000000e+002,2.500653e+000,6.135658e-004,0.000000e+000,1.161288e-004,0.000000e+000,6.244589e-004,0.000000e+000,1.071752e+001,0.000000e+000,9.999893e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,9.651184e-004,0.000000e+000,0,0.000000e+000,,
1582227567.250,,4.000000e+002,2.499808e+000,5.899507e-004,0.000000e+000,1.447410e-004,0.000000e+000,6.074469e-004,0.000000e+000,1.378491e+001,0.000000e+000,9.999920e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,7.240772e-004,0.000000e+000,0,0.000000e+000,,
1582227676.440,,4.000000e+002,2.499707e+000,5.551462e-004,0.000000e+000,1.765465e-004,0.000000e+000,5.825427e-004,0.000000e+000,1.764160e+001,0.000000e+000,9.999890e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,2.808571e-004,0.000000e+000,0,0.000000e+000,,
1582227782.110,,4.000000e+002,2.499808e+000,5.080995e-004,0.000000e+000,2.078527e-004,0.000000e+000,5.489698e-004,0.000000e+000,2.224843e+001,0.000000e+000,9.999908e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,4.820824e-004,0.000000e+000,0,0.000000e+000,,
1582227882.850,,4.000000e+002,2.499707e+000,4.481332e-004,0.000000e+000,2.333726e-004,0.000000e+000,5.052585e-004,0.000000e+000,2.750898e+001,0.000000e+000,9.999846e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,1.211166e-004,0.000000e+000,0,0.000000e+000,,
1582228027.740,,4.000000e+002,2.499868e+000,3.777305e-004,0.000000e+000,2.496247e-004,0.000000e+000,4.527613e-004,0.000000e+000,3.345888e+001,0.000000e+000,9.998942e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,4.005432e-005,0.000000e+000,0,0.000000e+000,,
1582228134.130,,4.000000e+002,2.499929e+000,3.040586e-004,0.000000e+000,2.511734e-004,0.000000e+000,3.943853e-004,0.000000e+000,3.955906e+001,0.000000e+000,9.997952e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,4.019737e-004,0.000000e+000,0,0.000000e+000,,
1582228234.430,,4.000000e+002,2.499787e+000,2.332171e-004,0.000000e+000,2.365955e-004,0.000000e+000,3.322162e-004,0.000000e+000,4.541200e+001,0.000000e+000,9.997935e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,2.810955e-004,0.000000e+000,0,0.000000e+000,,
1582228345.810,,4.000000e+002,2.499929e+000,1.721798e-004,0.000000e+000,2.120242e-004,0.000000e+000,2.731303e-004,0.000000e+000,5.092076e+001,0.000000e+000,9.997832e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,8.039474e-004,0.000000e+000,0,0.000000e+000,,
1582228458.800,,4.000000e+002,2.499808e+000,1.230894e-004,0.000000e+000,1.795837e-004,0.000000e+000,2.177184e-004,0.000000e+000,5.557268e+001,0.000000e+000,9.993627e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,7.987022e-005,0.000000e+000,0,0.000000e+000,,
1582228569.640,,4.000000e+002,2.499707e+000,8.642416e-005,0.000000e+000,1.469070e-004,0.000000e+000,1.704429e-004,0.000000e+000,5.953205e+001,0.000000e+000,9.986393e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,3.609657e-004,0.000000e+000,0,0.000000e+000,,
1582228693.110,,4.000000e+002,2.499868e+000,6.048973e-005,0.000000e+000,1.159654e-004,0.000000e+000,1.307937e-004,0.000000e+000,6.245261e+001,0.000000e+000,9.957975e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,4.005432e-005,0.000000e+000,0,0.000000e+000,,
1582228807.570,,4.000000e+002,2.499888e+000,4.322565e-005,0.000000e+000,8.959400e-005,0.000000e+000,9.947634e-005,0.000000e+000,6.424448e+001,0.000000e+000,9.866270e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,8.010864e-005,0.000000e+000,0,0.000000e+000,,
1582228961.580,,4.000000e+002,2.499878e+000,3.144224e-005,1.643791e-009,6.830407e-005,1.999866e-007,7.519349e-005,1.809763e-007,6.528208e+001,6.485634e-002,9.518394e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,2.009869e-004,0.000000e+000,0,0.000000e+000,,
1582229144.490,,4.000000e+002,2.499969e+000,2.395459e-005,9.076853e-009,5.188670e-005,1.468606e-008,5.714939e-005,1.713759e-008,6.521860e+001,2.087793e-003,8.307967e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,1.611710e-004,0.000000e+000,0,0.000000e+000,,
